asset_no,chapter_no,chapter_name,category,question_type,item_no,subpart_label,question_file,solution_file,solution_page_count
001,97,1997年真题,考研数学一历年真题,填空题,01,题1,zt_97-01_question.png,zt_97-01_solution.png,1
002,97,1997年真题,考研数学一历年真题,填空题,02,题2,zt_97-02_question.png,zt_97-02_solution.png,1
003,97,1997年真题,考研数学一历年真题,填空题,03,题3,zt_97-03_question.png,zt_97-03_solution.png,1
004,97,1997年真题,考研数学一历年真题,填空题,04,题4,zt_97-04_question.png,zt_97-04_solution.png,2
005,97,1997年真题,考研数学一历年真题,填空题,05,题5,zt_97-05_question.png,zt_97-05_solution.png,1
006,97,1997年真题,考研数学一历年真题,选择题,06,题6,zt_97-06_question.png,zt_97-06_solution.png,1
007,97,1997年真题,考研数学一历年真题,选择题,07,题7,zt_97-07_question.png,zt_97-07_solution.png,1
008,97,1997年真题,考研数学一历年真题,选择题,08,题8,zt_97-08_question.png,zt_97-08_solution.png,1
009,97,1997年真题,考研数学一历年真题,选择题,09,题9,zt_97-09_question.png,zt_97-09_solution.png,2
010,97,1997年真题,考研数学一历年真题,选择题,10,题10,zt_97-10_question.png,zt_97-10_solution.png,1
011,97,1997年真题,考研数学一历年真题,解答题,11,题11,zt_97-11_question.png,zt_97-11_solution.png,1
012,97,1997年真题,考研数学一历年真题,解答题,12,题12,zt_97-12_question.png,zt_97-12_solution.png,2
013,97,1997年真题,考研数学一历年真题,解答题,13,题13,zt_97-13_question.png,zt_97-13_solution.png,2
014,97,1997年真题,考研数学一历年真题,解答题,14,题14,zt_97-14_question.png,zt_97-14_solution.png,1
015,97,1997年真题,考研数学一历年真题,解答题,15,题15,zt_97-15_question.png,zt_97-15_solution.png,1
016,97,1997年真题,考研数学一历年真题,解答题,16,题16,zt_97-16_question.png,zt_97-16_solution.png,2
017,97,1997年真题,考研数学一历年真题,解答题,17,题17,zt_97-17_question.png,zt_97-17_solution.png,1
018,97,1997年真题,考研数学一历年真题,解答题,18,题18,zt_97-18_question.png,zt_97-18_solution.png,1
019,97,1997年真题,考研数学一历年真题,解答题,19,题19,zt_97-19_question.png,zt_97-19_solution.png,2
020,97,1997年真题,考研数学一历年真题,解答题,20,题20,zt_97-20_question.png,zt_97-20_solution.png,1
021,97,1997年真题,考研数学一历年真题,解答题,21,题21,zt_97-21_question.png,zt_97-21_solution.png,2
022,97,1997年真题,考研数学一历年真题,解答题,22,题22,zt_97-22_question.png,zt_97-22_solution.png,2
