asset_no,chapter_no,chapter_name,category,question_type,item_no,subpart_label,question_file,solution_file,solution_page_count
001,20,2020年真题,考研数学一历年真题,选择题,01,题1,zt_20-01_question.png,zt_20-01_solution.png,1
002,20,2020年真题,考研数学一历年真题,选择题,02,题2,zt_20-02_question.png,zt_20-02_solution.png,1
003,20,2020年真题,考研数学一历年真题,选择题,03,题3,zt_20-03_question.png,zt_20-03_solution.png,3
004,20,2020年真题,考研数学一历年真题,选择题,04,题4,zt_20-04_question.png,zt_20-04_solution.png,3
005,20,2020年真题,考研数学一历年真题,选择题,05,题5,zt_20-05_question.png,zt_20-05_solution.png,2
006,20,2020年真题,考研数学一历年真题,选择题,06,题6,zt_20-06_question.png,zt_20-06_solution.png,4
007,20,2020年真题,考研数学一历年真题,选择题,07,题7,zt_20-07_question.png,zt_20-07_solution.png,3
008,20,2020年真题,考研数学一历年真题,选择题,08,题8,zt_20-08_question.png,zt_20-08_solution.png,2
009,20,2020年真题,考研数学一历年真题,填空题,09,题9,zt_20-09_question.png,zt_20-09_solution.png,1
010,20,2020年真题,考研数学一历年真题,填空题,10,题10,zt_20-10_question.png,zt_20-10_solution.png,1
011,20,2020年真题,考研数学一历年真题,填空题,11,题11,zt_20-11_question.png,zt_20-11_solution.png,3
012,20,2020年真题,考研数学一历年真题,填空题,12,题12,zt_20-12_question.png,zt_20-12_solution.png,1
013,20,2020年真题,考研数学一历年真题,填空题,13,题13,zt_20-13_question.png,zt_20-13_solution.png,3
014,20,2020年真题,考研数学一历年真题,填空题,14,题14,zt_20-14_question.png,zt_20-14_solution.png,1
015,20,2020年真题,考研数学一历年真题,解答题,15,题15,zt_20-15_question.png,zt_20-15_solution.png,2
016,20,2020年真题,考研数学一历年真题,解答题,16,题16,zt_20-16_question.png,zt_20-16_solution.png,2
017,20,2020年真题,考研数学一历年真题,解答题,17,题17,zt_20-17_question.png,zt_20-17_solution.png,3
018,20,2020年真题,考研数学一历年真题,解答题,18,题18,zt_20-18_question.png,zt_20-18_solution.png,3
019,20,2020年真题,考研数学一历年真题,解答题,19,题19,zt_20-19_question.png,zt_20-19_solution.png,3
020,20,2020年真题,考研数学一历年真题,解答题,20,题20,zt_20-20_question.png,zt_20-20_solution.png,3
021,20,2020年真题,考研数学一历年真题,解答题,21,题21,zt_20-21_question.png,zt_20-21_solution.png,3
022,20,2020年真题,考研数学一历年真题,解答题,22,题22,zt_20-22_question.png,zt_20-22_solution.png,1
023,20,2020年真题,考研数学一历年真题,解答题,23,题23,zt_20-23_question.png,zt_20-23_solution.png,2
