asset_no,chapter_no,chapter_name,category,question_type,item_no,subpart_label,question_file,solution_file,solution_page_count
001,26,2026年真题,考研数学一历年真题,选择题,01,题1,zt_26-01_question.png,zt_26-01_solution.png,1
002,26,2026年真题,考研数学一历年真题,选择题,02,题2,zt_26-02_question.png,zt_26-02_solution.png,1
003,26,2026年真题,考研数学一历年真题,选择题,03,题3,zt_26-03_question.png,zt_26-03_solution.png,1
004,26,2026年真题,考研数学一历年真题,选择题,04,题4,zt_26-04_question.png,zt_26-04_solution.png,1
005,26,2026年真题,考研数学一历年真题,选择题,05,题5,zt_26-05_question.png,zt_26-05_solution.png,1
006,26,2026年真题,考研数学一历年真题,选择题,06,题6,zt_26-06_question.png,zt_26-06_solution.png,1
007,26,2026年真题,考研数学一历年真题,选择题,07,题7,zt_26-07_question.png,zt_26-07_solution.png,1
008,26,2026年真题,考研数学一历年真题,选择题,08,题8,zt_26-08_question.png,zt_26-08_solution.png,1
009,26,2026年真题,考研数学一历年真题,选择题,09,题9,zt_26-09_question.png,zt_26-09_solution.png,1
010,26,2026年真题,考研数学一历年真题,选择题,10,题10,zt_26-10_question.png,zt_26-10_solution.png,2
011,26,2026年真题,考研数学一历年真题,填空题,11,题11,zt_26-11_question.png,zt_26-11_solution.png,1
012,26,2026年真题,考研数学一历年真题,填空题,12,题12,zt_26-12_question.png,zt_26-12_solution.png,1
013,26,2026年真题,考研数学一历年真题,填空题,13,题13,zt_26-13_question.png,zt_26-13_solution.png,1
014,26,2026年真题,考研数学一历年真题,填空题,14,题14,zt_26-14_question.png,zt_26-14_solution.png,1
015,26,2026年真题,考研数学一历年真题,填空题,15,题15,zt_26-15_question.png,zt_26-15_solution.png,1
016,26,2026年真题,考研数学一历年真题,填空题,16,题16,zt_26-16_question.png,zt_26-16_solution.png,1
017,26,2026年真题,考研数学一历年真题,解答题,17,题17,zt_26-17_question.png,zt_26-17_solution.png,1
018,26,2026年真题,考研数学一历年真题,解答题,18,题18,zt_26-18_question.png,zt_26-18_solution.png,1
019,26,2026年真题,考研数学一历年真题,解答题,19,题19,zt_26-19_question.png,zt_26-19_solution.png,1
020,26,2026年真题,考研数学一历年真题,解答题,20,题20,zt_26-20_question.png,zt_26-20_solution.png,1
021,26,2026年真题,考研数学一历年真题,解答题,21,题21,zt_26-21_question.png,zt_26-21_solution.png,2
022,26,2026年真题,考研数学一历年真题,解答题,22,题22,zt_26-22_question.png,zt_26-22_solution.png,1
