asset_no,chapter_no,chapter_name,category,question_type,item_no,subpart_label,question_file,solution_file,solution_page_count
001,15,2015年真题,考研数学一历年真题,选择题,01,题1,zt_15-01_question.png,zt_15-01_solution.png,1
002,15,2015年真题,考研数学一历年真题,选择题,02,题2,zt_15-02_question.png,zt_15-02_solution.png,2
003,15,2015年真题,考研数学一历年真题,选择题,03,题3,zt_15-03_question.png,zt_15-03_solution.png,3
004,15,2015年真题,考研数学一历年真题,选择题,04,题4,zt_15-04_question.png,zt_15-04_solution.png,1
005,15,2015年真题,考研数学一历年真题,选择题,05,题5,zt_15-05_question.png,zt_15-05_solution.png,2
006,15,2015年真题,考研数学一历年真题,选择题,06,题6,zt_15-06_question.png,zt_15-06_solution.png,2
007,15,2015年真题,考研数学一历年真题,选择题,07,题7,zt_15-07_question.png,zt_15-07_solution.png,2
008,15,2015年真题,考研数学一历年真题,选择题,08,题8,zt_15-08_question.png,zt_15-08_solution.png,1
009,15,2015年真题,考研数学一历年真题,填空题,09,题9,zt_15-09_question.png,zt_15-09_solution.png,2
010,15,2015年真题,考研数学一历年真题,填空题,10,题10,zt_15-10_question.png,zt_15-10_solution.png,1
011,15,2015年真题,考研数学一历年真题,填空题,11,题11,zt_15-11_question.png,zt_15-11_solution.png,4
012,15,2015年真题,考研数学一历年真题,填空题,12,题12,zt_15-12_question.png,zt_15-12_solution.png,3
013,15,2015年真题,考研数学一历年真题,填空题,13,题13,zt_15-13_question.png,zt_15-13_solution.png,4
014,15,2015年真题,考研数学一历年真题,填空题,14,题14,zt_15-14_question.png,zt_15-14_solution.png,1
015,15,2015年真题,考研数学一历年真题,解答题,15,题15,zt_15-15_question.png,zt_15-15_solution.png,1
016,15,2015年真题,考研数学一历年真题,解答题,16,题16,zt_15-16_question.png,zt_15-16_solution.png,1
017,15,2015年真题,考研数学一历年真题,解答题,17,题17,zt_15-17_question.png,zt_15-17_solution.png,3
018,15,2015年真题,考研数学一历年真题,解答题,18,题18,zt_15-18_question.png,zt_15-18_solution.png,2
019,15,2015年真题,考研数学一历年真题,解答题,19,题19,zt_15-19_question.png,zt_15-19_solution.png,4
020,15,2015年真题,考研数学一历年真题,解答题,20,题20,zt_15-20_question.png,zt_15-20_solution.png,3
021,15,2015年真题,考研数学一历年真题,解答题,21,题21,zt_15-21_question.png,zt_15-21_solution.png,3
022,15,2015年真题,考研数学一历年真题,解答题,22,题22,zt_15-22_question.png,zt_15-22_solution.png,2
023,15,2015年真题,考研数学一历年真题,解答题,23,题23,zt_15-23_question.png,zt_15-23_solution.png,1
