asset_no,chapter_no,chapter_name,category,question_type,item_no,subpart_label,question_file,solution_file,solution_page_count
001,25,2025年真题,考研数学一历年真题,选择题,01,题1,zt_25-01_question.png,zt_25-01_solution.png,1
002,25,2025年真题,考研数学一历年真题,选择题,02,题2,zt_25-02_question.png,zt_25-02_solution.png,1
003,25,2025年真题,考研数学一历年真题,选择题,03,题3,zt_25-03_question.png,zt_25-03_solution.png,1
004,25,2025年真题,考研数学一历年真题,选择题,04,题4,zt_25-04_question.png,zt_25-04_solution.png,1
005,25,2025年真题,考研数学一历年真题,选择题,05,题5,zt_25-05_question.png,zt_25-05_solution.png,1
006,25,2025年真题,考研数学一历年真题,选择题,06,题6,zt_25-06_question.png,zt_25-06_solution.png,1
007,25,2025年真题,考研数学一历年真题,选择题,07,题7,zt_25-07_question.png,zt_25-07_solution.png,1
008,25,2025年真题,考研数学一历年真题,选择题,08,题8,zt_25-08_question.png,zt_25-08_solution.png,1
009,25,2025年真题,考研数学一历年真题,选择题,09,题9,zt_25-09_question.png,zt_25-09_solution.png,1
010,25,2025年真题,考研数学一历年真题,选择题,10,题10,zt_25-10_question.png,zt_25-10_solution.png,1
011,25,2025年真题,考研数学一历年真题,填空题,11,题11,zt_25-11_question.png,zt_25-11_solution.png,1
012,25,2025年真题,考研数学一历年真题,填空题,12,题12,zt_25-12_question.png,zt_25-12_solution.png,1
013,25,2025年真题,考研数学一历年真题,填空题,13,题13,zt_25-13_question.png,zt_25-13_solution.png,1
014,25,2025年真题,考研数学一历年真题,填空题,14,题14,zt_25-14_question.png,zt_25-14_solution.png,1
015,25,2025年真题,考研数学一历年真题,填空题,15,题15,zt_25-15_question.png,zt_25-15_solution.png,1
016,25,2025年真题,考研数学一历年真题,填空题,16,题16,zt_25-16_question.png,zt_25-16_solution.png,1
017,25,2025年真题,考研数学一历年真题,解答题,17,题17,zt_25-17_question.png,zt_25-17_solution.png,1
018,25,2025年真题,考研数学一历年真题,解答题,18,题18,zt_25-18_question.png,zt_25-18_solution.png,2
019,25,2025年真题,考研数学一历年真题,解答题,19,题19,zt_25-19_question.png,zt_25-19_solution.png,1
020,25,2025年真题,考研数学一历年真题,解答题,20,题20,zt_25-20_question.png,zt_25-20_solution.png,1
021,25,2025年真题,考研数学一历年真题,解答题,21,题21,zt_25-21_question.png,zt_25-21_solution.png,1
022,25,2025年真题,考研数学一历年真题,解答题,22,题22,zt_25-22_question.png,zt_25-22_solution.png,2
